"timestamp","id","slug","name","symbol","ref_cur","open","high","low","close","volume","market_cap","time_open","time_close","time_high","time_low","date","TEU-ENG","TEU-USA","TEU-WGT","TEU-SCA","TMU-ENG","TMU-USA","TMU-WGT","TMU-SCA","VIX_Open","VIX_High","VIX_Low","VIX_Close","VIX_Adj Close","VIX_Volume","GOLD_US dollar...2","GVZCLS","return"
2013-05-09 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",113.199996948242,113.459999084473,109.26000213623,112.669998168945,0,1254535382,2013-05-09,2013-05-09 23:59:59,2013-05-09 19:20:01,2013-05-09 03:00:01,2013-05-09,27.6946133509805,26.7663261550928,23.3199395799275,37.2811919937948,28.4239375137026,32.8233995612078,27.2586571327937,43.277876153914,12.91,13.53,12.78,13.13,13.13,0,1465.5,21.62,-0.00792100645060436
2013-05-10 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",112.799003601074,122,111.551002502441,117.199996948242,0,1305479080,2013-05-10,2013-05-10 23:59:59,2013-05-10 13:15:02,2013-05-10 02:00:01,2013-05-10,32.6682845150851,34.1209218806619,35.9684528932269,42.9360060969337,20.8460241638687,25.8091379436022,21.636657516001,30.8977370024003,13.08,13.45,12.54,12.59,12.59,0,1426.5,23.95,0.0394186751794334
2013-05-11 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",117.699996948242,118.679000854492,113.01000213623,115.24299621582,0,1284207489.42,2013-05-11,2013-05-11 23:59:59,2013-05-11 11:50:03,2013-05-11 20:25:01,2013-05-11,22.8441128954051,30.9501151364856,28.0770473429356,37.0672029767594,13.8736199353465,41.0107333407893,38.9082748905984,47.1953611404109,NA,NA,NA,NA,NA,NA,NA,NA,-0.0168389414355051
2013-05-12 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",115.639999389648,117.448997497559,113.434997558594,115,0,1281982625,2013-05-12,2013-05-12 23:59:59,2013-05-12 08:35:02,2013-05-12 14:20:01,2013-05-12,21.8644254886682,6.3049661091803,5.10065436046408,8.48165098966271,13.8658350745854,19.0044725190523,15.8654013817054,24.2512561811556,NA,NA,NA,NA,NA,NA,NA,NA,-0.00211078130526598
2013-05-13 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",114.819999694824,118.698997497559,114.5,117.980003356934,0,1315710010.5,2013-05-13,2013-05-13 23:59:59,2013-05-13 11:50:01,2013-05-13 03:15:01,2013-05-13,29.7826054465011,20.7260196515424,18.5137916318592,26.0600626756169,18.5923432199602,10.7038226320306,8.72980718279966,12.7892953862301,12.57,12.87,12.49,12.55,12.55,0,1430.75,25.04,0.0255830186650946
2013-05-14 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",117.980003356934,119.800003051758,110.25,111.5,0,1243874487.5,2013-05-14,2013-05-14 23:59:59,2013-05-14 13:00:02,2013-05-14 23:15:01,2013-05-14,43.9213342867687,37.3156402943128,31.5237524829329,43.6701436719568,25.6867939439446,29.8746042273667,28.9929329604669,33.4374755561621,12.61,13.21,12.54,12.77,12.77,0,1433.75,25.06,-0.0564905561281713
2013-05-15 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",111.400001525879,115.809997558594,103.5,114.220001220703,0,1274623812.5,2013-05-15,2013-05-15 23:59:59,2013-05-15 15:45:02,2013-05-15 00:25:01,2013-05-15,29.9805546366099,23.6657801507313,18.2092369555659,34.1186204961031,15.6804704666755,12.6193893063731,10.3388259744123,17.4847608718584,12.98,13.43,12.78,12.81,12.81,0,1410,28.01,0.0241018330238397
2013-05-16 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",114.220001220703,118.76000213623,112.199996948242,118.76000213623,0,1325726787,2013-05-16,2013-05-16 23:59:59,2013-05-16 23:55:01,2013-05-16 06:20:01,2013-05-16,28.5600700181986,21.4130609240743,18.2000733466146,25.3307825053729,20.7417922397289,30.2985226718842,27.6149592368402,33.9291252460611,13.07,13.46,12.79,13.07,13.07,0,1381,27.18,0.0389782439593362
2013-05-17 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",118.209999084473,125.300003051758,116.570999145508,123.014999389648,0,1373723881.88,2013-05-17,2013-05-17 23:59:59,2013-05-17 17:40:02,2013-05-17 03:35:01,2013-05-17,33.6891684061815,27.9171179023597,26.9516247307545,32.2811249770558,19.0333264104889,22.9414559498686,19.2325844586675,25.2377911851438,12.73,12.94,12.26,12.45,12.45,0,1368.75,28.34,0.0352016263115285
2013-05-18 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",123.5,125.25,122.300003051758,123.498001098633,0,1379574545.85,2013-05-18,2013-05-18 23:59:59,2013-05-18 02:50:02,2013-05-18 01:20:01,2013-05-18,22.8441128954051,18.5700690818914,18.0225313674711,24.1912272058851,3.96389141009901,6.83512222346488,5.90865549900053,8.55588418334935,NA,NA,NA,NA,NA,NA,NA,NA,0.00391867630599835
2013-05-19 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",123.210998535156,124.5,119.570999145508,121.98999786377,0,1363204702.75,2013-05-19,2013-05-19 23:59:59,2013-05-19 11:55:01,2013-05-19 17:05:01,2013-05-19,18.2203545738902,25.2198644367212,32.9473280517219,33.9266039586508,20.7987526118782,44.3437692111219,37.019269890646,56.5862644226965,NA,NA,NA,NA,NA,NA,NA,NA,-0.0122859138517476
2013-05-20 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",122.5,123.621002197266,120.120002746582,122,0,1363709900,2013-05-20,2013-05-20 23:59:59,2013-05-20 06:05:01,2013-05-20 04:45:03,2013-05-20,33.6255222783077,47.3737592035255,39.8491212018391,54.8520127026344,27.4843334555933,48.1672018441375,42.1691766670716,52.9973679314282,13.28,13.28,12.84,13.02,13.02,0,1354.75,26.66,8.19880841277425e-05
2013-05-21 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",122.019996643066,123,121.209999084473,122.879997253418,0,1374013440,2013-05-21,2013-05-21 23:59:59,2013-05-21 05:10:01,2013-05-21 10:00:01,2013-05-21,40.3359192429509,40.1860741631061,34.6717784517926,51.2726383193015,28.8976431869376,35.3063504505243,29.2020859473552,43.0824616701064,13.08,13.44,12.89,13.37,13.37,0,1360.75,27.18,0.00718720231436364
2013-05-22 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",122.889999389648,124.000999450684,122,123.888999938965,0,1385778992.85,2013-05-22,2013-05-22 23:59:59,2013-05-22 23:40:01,2013-05-22 03:25:01,2013-05-22,29.9805546366099,26.2953112785904,20.2324855061843,30.6887062663361,15.6804704666755,17.6671450289223,15.6839214634798,19.8160623214396,13.45,14.45,13.05,13.82,13.82,0,1408.5,27.61,0.00817775587830521
2013-05-23 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",123.800003051758,126.93399810791,123.099998474121,126.699996948242,0,1417769832.5,2013-05-23,2013-05-23 23:59:59,2013-05-23 15:10:12,2013-05-23 00:25:02,2013-05-23,38.0800933575981,42.8261218481485,37.9625097049057,69.779136712914,43.7882280616499,60.5970453437683,52.7767965901882,93.4651374702815,14.94,15.11,13.87,14.07,14.07,0,1380.5,26.08,0.0224360603146799
2013-05-24 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",126.300003051758,133.850006103516,125.71900177002,133.199996948242,0,1491070770,2013-05-24,2013-05-24 23:59:59,2013-05-24 19:15:01,2013-05-24 05:15:01,2013-05-24,41.8562395349528,55.8342358047194,47.7926572201003,78.9687024232109,63.4444213682962,68.8243678496058,67.0902037948545,92.6080932744118,14.59,14.79,13.99,13.99,13.99,0,1390.25,24.9,0.0500296719545869
2013-05-25 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",133.100006103516,133.218994140625,128.899993896484,131.979995727539,0,1477958233,2013-05-25,2013-05-25 23:59:59,2013-05-25 00:50:02,2013-05-25 12:05:02,2013-05-25,26.6514650446392,30.9501151364856,25.1362899386614,42.1681942120933,17.8375113454455,27.3404888938595,27.0909638925973,35.7934237395165,NA,NA,NA,NA,NA,NA,NA,NA,-0.00920137161195088
2013-05-26 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",131.985992431641,136,130.615005493164,133.479995727539,0,1495293015,2013-05-26,2013-05-26 23:59:59,2013-05-26 15:15:02,2013-05-26 02:10:02,2013-05-26,20.0423900312792,18.9148983275409,15.3019630813922,28.8003313824811,12.1326056902623,6.33482417301742,5.28846712723515,9.14974134307337,NA,NA,NA,NA,NA,NA,NA,NA,0.0113012582916829
2013-05-27 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",133.5,135.464996337891,124.699996948242,129.744995117188,0,1454029509.62,2013-05-27,2013-05-27 23:59:59,2013-05-27 09:45:01,2013-05-27 19:55:02,2013-05-27,17.2931257431297,14.8042997511017,11.3304538466331,19.2147927562152,22.6341569634298,13.3797782900382,13.0947107741995,16.5023166273936,NA,NA,NA,NA,NA,NA,1390.25,NA,-0.0283806738508288
2013-05-28 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",129.770004272461,130.580001831055,125.599998474121,129,0,1446189975,2013-05-28,2013-05-28 23:59:59,2013-05-28 00:20:01,2013-05-28 14:25:01,2013-05-28,62.7447632668125,60.2791112446592,48.9432763090794,81.8311307576052,16.0542462149653,16.2952386694727,13.4778858218562,21.1568027155353,13.67,14.56,13.56,14.48,14.48,0,1376.5,24.86,-0.00575854366242347
2013-05-29 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",129,132.589996337891,127.662002563477,132.300003051758,0,1483734577.5,2013-05-29,2013-05-29 23:59:59,2013-05-29 21:35:01,2013-05-29 14:35:02,2013-05-29,66.623454748022,44.7020291736036,40.5547913500166,47.6342092916609,113.496738615937,70.6685801156893,62.3843208501965,72.3717058696054,15.3,15.65,14.59,14.83,14.83,0,1382.5,22.76,0.0252596898261916
2013-05-30 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",132.25,132.25,127,128.79899597168,0,1445053940.55,2013-05-30,2013-05-30 23:59:59,2013-05-30 00:00:01,2013-05-30 20:25:02,2013-05-30,27.6946133509805,26.7663261550928,22.4400623611469,30.8191187148703,116.7686081644,123.71896757686,116.876274484535,134.849423339067,14.9,14.98,14.27,14.53,14.53,0,1413.5,21.43,-0.0268190757989252
2013-05-31 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",128.79899597168,129.899993896484,126.400001525879,129,0,1447870200,2013-05-31,2013-05-31 23:59:59,2013-05-31 22:00:01,2013-05-31 19:25:02,2013-05-31,28.5847489506995,12.4076079566043,9.65149711471632,16.3336974242881,95.1666320524442,111.83959775561,104.192165700808,140.069741077548,15.02,16.35,14.36,16.299999,16.299999,0,1394.5,22.63,0.0015593859727336
2013-06-01 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",128.815002441406,129.779998779297,127.198997497559,129.300003051758,0,1451916165,2013-06-01,2013-06-01 23:59:59,2013-06-01 00:05:02,2013-06-01 06:45:01,2013-06-01,57.1102822385127,61.9002302729712,50.2725798773227,74.1344059535189,49.5486426262376,47.8458555642542,41.3605884930037,55.0612546638127,NA,NA,NA,NA,NA,NA,NA,NA,0.0023229050182895
2013-06-02 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",129.300003051758,129.399993896484,115.050003051758,122.291999816895,0,1373837499.9,2013-06-02,2013-06-02 23:59:59,2013-06-02 00:10:01,2013-06-02 15:40:01,2013-06-02,18.2203545738902,18.9148983275409,18.2856546114036,20.9666412464462,140.391580130178,145.700955979401,132.211678180879,153.203269048421,NA,NA,NA,NA,NA,NA,NA,NA,-0.0557236832426817
2013-06-03 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",122.5,122.5,116,122.22200012207,0,1373708057.9,2013-06-03,2013-06-03 23:59:59,2013-06-03 00:00:01,2013-06-03 11:10:01,2013-06-03,44.1935435657758,38.4911793528645,41.3081577702614,42.4304738671492,134.996579031885,152.529472506436,132.926352750884,159.778594414272,16.4,17.58,16.15,16.280001,16.280001,0,1402.5,21.68,-0.000572561871752029
2013-06-04 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",120.736999511719,123.839996337891,119.099998474121,121.419998168945,0,1365337545,2013-06-04,2013-06-04 23:59:59,2013-06-04 07:25:01,2013-06-04 14:00:01,2013-06-04,23.3051977848161,43.0565080318994,36.3113016656817,61.3979072310964,61.0061356168683,65.180954677891,53.9115432874249,88.8941290568711,16.16,17.25,15.82,16.27,16.27,0,1399.5,22.32,-0.00658346964358092
2013-06-05 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",121.400001525879,123.46900177002,119.899002075195,121.650001525879,0,1368486468.75,2013-06-05,2013-06-05 23:59:59,2013-06-05 17:50:02,2013-06-05 05:55:01,2013-06-05,50.8003842453668,81.5154649636301,68.2945272150404,110.990820996582,92.5894446603694,100.955114450985,86.3393030932061,132.10708214293,16.860001,17.84,16.57,17.5,17.5,0,1404,22.65,0.00189248715077412
2013-06-06 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",121.900001525879,123.099998474121,117.25,118,0,1327960200,2013-06-06,2013-06-06 23:59:59,2013-06-06 03:05:01,2013-06-06 23:15:02,2013-06-06,45.0037466953433,56.209284925695,51.600348313797,69.8418877351378,36.8742973150736,53.0224146757973,52.5815629494077,62.3661259019325,17.700001,18.51,16.6,16.629999,16.629999,0,1400,22.33,-0.0304634573070564
2013-06-07 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",118.970001220703,119,106.419998168945,111.5,0,1255258637.5,2013-06-07,2013-06-07 23:59:59,2013-06-07 01:11:16,2013-06-07 16:30:01,2013-06-07,25.5220972774102,27.9171179023597,27.7283967504924,32.0644731315722,38.0666528209777,43.0152299060036,36.0610958600016,47.0032688179691,15.9,16.209999,14.96,15.14,15.14,0,1386,23.58,-0.0566600335654913
2013-06-08 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",111,111.415000915527,107.300003051758,108.300003051758,0,1219717920,2013-06-08,2013-06-08 23:59:59,2013-06-08 00:20:02,2013-06-08 11:45:01,2013-06-08,34.2661693431076,43.3301611910798,49.040336114681,67.0298587163066,29.7291855757426,61.516100011184,53.1778994910048,91.4410122095462,NA,NA,NA,NA,NA,NA,NA,NA,-0.0291194087144847
2013-06-09 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",107.891998291016,108.98999786377,88.5,100,0,1126642500,2013-06-09,2013-06-09 23:59:59,2013-06-09 20:10:01,2013-06-09 06:45:01,2013-06-09,12.7542482017231,12.6099322183606,10.2013087209282,14.5601675322543,15.5990644589086,6.33482417301742,5.28846712723515,6.93855385183064,NA,NA,NA,NA,NA,NA,NA,NA,-0.0797349961975974
2013-06-10 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",100.436996459961,110.100997924805,95.0019989013672,106.349998474121,0,1198638945,2013-06-10,2013-06-10 23:59:59,2013-06-10 01:40:02,2013-06-10 00:35:02,2013-06-10,20.1753133669846,5.92171990044069,4.53218153865325,8.43410372308206,22.6341569634298,18.7316896060535,15.2771625698994,25.3522315620844,15.16,15.6,15.1,15.44,15.44,0,1383.25,22.68,0.0615653413104442
2013-06-11 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",106.349998474121,109.599998474121,104,108.900001525879,0,1227874725,2013-06-11,2013-06-11 23:59:59,2013-06-11 16:25:01,2013-06-11 06:20:02,2013-06-11,23.3051977848161,34.4452064255196,27.9976953187363,47.1377481322611,34.5166293621755,38.0222235621031,34.076419515927,49.7639848819715,16.91,17.139999,16,17.07,17.07,0,1374.25,23.27,0.0236945166521238
2013-06-12 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",109,111.787002563477,106.734001159668,108.150001525879,0,1219969852.5,2013-06-12,2013-06-12 23:59:59,2013-06-12 12:20:01,2013-06-12 00:15:02,2013-06-12,23.3182091618077,26.2953112785904,26.6460316709216,36.0899185692113,94.0828228000528,93.3834808671609,83.4133378027438,123.176643390068,16.51,18.6,16.43,18.59,18.59,0,1382.75,22.04,-0.00691087744267823
2013-06-13 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",108.776000976562,110.300003051758,100.529998779297,104,0,1173637400,2013-06-13,2013-06-13 23:59:59,2013-06-13 03:40:02,2013-06-13 22:40:01,2013-06-13,48.4655733642158,48.1793870791671,45.2403647919986,71.7341556294396,77.5896672671341,65.6467991224156,62.7469387537636,92.525114535954,18.379999,18.58,16.370001,16.41,16.41,0,1385,22.69,-0.0391282673666086
2013-06-14 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",103.948997497559,104.699996948242,98,99.9788970947266,0,1128709292.08,2013-06-14,2013-06-14 23:59:59,2013-06-14 22:00:02,2013-06-14 04:05:02,2013-06-14,22.459445604121,34.1209218806619,27.9530580374518,46.7143746334639,171.2999376944,134.781053705478,124.831042747009,175.55407548386,16.629999,17.26,16.030001,17.15,17.15,0,1391.25,20.91,-0.0394317644757788
2013-06-15 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",100,103.699996948242,98,99.9880981445312,0,1129245603.78,2013-06-15,2013-06-15 23:59:59,2013-06-15 00:00:04,2013-06-15 02:05:02,2013-06-15,11.4220564477025,24.7600921091885,25.1362899386614,32.8309512079869,91.1695024322773,136.702444469298,124.081765479011,174.173356589612,NA,NA,NA,NA,NA,NA,NA,NA,9.20256845393652e-05
2013-06-16 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",99.8000030517578,101.599998474121,98.9466018676758,99.5100021362305,0,1124306271.75,2013-06-16,2013-06-16 23:59:59,2013-06-16 00:15:02,2013-06-16 00:20:02,2013-06-16,47.3729218921145,18.9148983275409,18.2856546114036,24.4937397738858,265.184095801447,335.745681169923,294.857889737885,412.422453248999,NA,NA,NA,NA,NA,NA,NA,NA,-0.00479299725556691
2013-06-17 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",99.9000015258789,102.209999084473,99,101.699996948242,0,1149418485,2013-06-17,2013-06-17 23:59:59,2013-06-17 00:10:02,2013-06-17 00:20:02,2013-06-17,55.7222940611956,47.3737592035255,39.8491212018391,58.6494597358937,88.1115396076373,99.0103593462827,83.3040213611288,116.480967209972,16.530001,17.620001,16.33,16.799999,16.799999,0,1384.75,21.27,0.0217691099524943
2013-06-18 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",101.949996948242,111.111000061035,101.032997131348,107.400001525879,0,1214216070,2013-06-18,2013-06-18 23:59:59,2013-06-18 13:50:02,2013-06-18 00:25:01,2013-06-18,36.750504199133,40.1860741631061,34.6717784517926,48.7090064033365,65.0196971706097,81.4761933473637,73.5777723103174,94.4500121229256,16.809999,16.950001,16.459999,16.610001,16.610001,0,1366.75,22.7,0.0545329232351432
2013-06-19 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",107.050003051758,110.224998474121,105.754997253418,108.25,0,1224193837.5,2013-06-19,2013-06-19 23:59:59,2013-06-19 10:10:01,2013-06-19 02:30:02,2013-06-19,42.472452401864,60.4792159407578,64.7207007862036,76.8581599159129,76.9089741936939,70.6685801156893,70.9227085524545,86.3099603333812,16.889999,17.18,15.36,16.639999,16.639999,0,1372.75,22.53,0.0078831706003955
2013-06-20 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",108.250999450684,114.300003051758,107.5,110.150001525879,0,1246104920,2013-06-20,2013-06-20 23:59:59,2013-06-20 17:50:02,2013-06-20 05:00:01,2013-06-20,41.5419200264707,53.5326523101857,48.9227223109412,71.1210431881623,45.3246571164447,68.1716760117393,64.4874564291626,85.7362895640852,18.4,21.32,18.01,20.49,20.49,0,1292.5,29.94,0.0173997202184901
2013-06-21 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",111.290000915527,114.98999786377,107.684997558594,109.5,0,1239214237.5,2013-06-21,2013-06-21 23:59:59,2013-06-21 03:45:02,2013-06-21 13:25:02,2013-06-21,47.9815428815312,49.6304318264173,42.8403113748109,71.3741400052924,46.2237927111872,25.8091379436022,21.636657516001,35.3116994313146,18.969999,20.93,18.25,18.9,18.9,0,1295.25,27.19,-0.00591853784453378
2013-06-22 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",109.5,109.956001281738,107.513999938965,108.300003051758,0,1226110327.5,2013-06-22,2013-06-22 23:59:59,2013-06-22 01:40:01,2013-06-22 12:45:02,2013-06-22,28.5551411192563,37.1401381637827,38.1315633184002,45.9633316911817,19.8194570504951,13.6702444469298,17.7259664970016,16.2561799483638,NA,NA,NA,NA,NA,NA,NA,NA,-0.0110193670708668
2013-06-23 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",108.199996948242,108.800003051758,106.234001159668,107.599998474121,0,1218626490,2013-06-23,2013-06-23 23:59:59,2013-06-23 08:40:02,2013-06-23 17:50:01,2013-06-23,16.3983191165012,31.5248305459015,25.5032718023204,41.6004786635838,38.13104645511,63.3482417301742,52.8846712723515,79.2977583066359,NA,NA,NA,NA,NA,NA,NA,NA,-0.00648454863903642
2013-06-24 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",107.900001525879,108.333999633789,100.980003356934,102.736999511719,0,1163935725.67,2013-06-24,2013-06-24 23:59:59,2013-06-24 00:20:01,2013-06-24 17:00:02,2013-06-24,28.8218762385494,20.7260196515424,22.1054605244723,25.4632673471676,54.9686669111866,64.2229357921834,63.6619551998296,74.978464554387,20.870001,21.91,18.58,20.110001,20.110001,0,1286.75,27.69,-0.0462483136087179
2013-06-25 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",102.089996337891,106.470001220703,101.01000213623,103.949996948242,0,1178086140,2013-06-25,2013-06-25 23:59:59,2013-06-25 08:00:02,2013-06-25 03:30:02,2013-06-25,36.750504199133,34.4452064255196,27.9976953187363,44.962159756926,33.7139170514272,51.601589119997,45.3079910341405,64.4197518582005,18.65,19.219999,17.82,18.469999,18.469999,0,1279,25.86,0.0117376650081458
2013-06-26 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",103.329002380371,105.488998413086,102.791999816895,104,0,1179105200,2013-06-26,2013-06-26 23:59:59,2013-06-26 08:55:01,2013-06-26 22:25:02,2013-06-26,25.8165887148585,18.4067178950133,16.5297889178294,23.5661781701939,36.5877644222427,37.8581679191193,36.7129384160272,46.582534561593,17.23,18.059999,17.08,17.209999,17.209999,0,1236.25,31.43,0.000480914195292391
2013-06-27 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",104,104,101.099998474121,101.436996459961,0,1150468022.9,2013-06-27,2013-06-27 23:59:59,2013-06-27 00:00:01,2013-06-27 23:50:02,2013-06-27,31.156440019853,40.1494892326392,39.885112786287,63.0391064622348,29.1921520410999,35.3482764505315,37.9038244932881,52.5387363658704,16.6,16.969999,16.34,16.860001,16.860001,0,1232.75,33.51,-0.0249530179211658
2013-06-28 23:59:59,1,"bitcoin","Bitcoin","BTC","USD",101.736999511719,101.736999511719,92.3330001831055,94.6492004394531,0,1073887456.97,2013-06-28,2013-06-28 23:59:59,2013-06-28 03:50:01,2013-06-28 03:55:02,2013-06-28,39.81447175276,43.4266278481151,47.4670891068775,55.4614352839632,23.5650707939386,31.5445019310694,29.2573888057361,38.3275410908713,17.25,17.690001,16.190001,16.860001,16.860001,0,1192,31.84,-0.0692604511499155
